,id,gender,has_car_and_property,income_type,education_type,family_status,housing_type,occupation_type,amount_income_total
95334,6108689,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,450000.0
95452,5938189,Female,True,Working,Higher education,Married,With parents,Core staff,180000.0
95734,5841079,Female,True,Working,Higher education,Married,House / apartment,Core staff,292500.0
95914,6132454,Female,True,State servant,Higher education,Married,Rented apartment,Core staff,315000.0
95916,6416178,Male,True,Working,Higher education,Married,House / apartment,Core staff,207000.0
95934,5796833,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
95948,5702070,Female,True,Commercial associate,Secondary / secondary special,Separated,House / apartment,Core staff,211500.0
96045,6248383,Female,True,Working,Secondary / secondary special,Widow,House / apartment,High skill tech staff,180000.0
96179,6261586,Male,True,Working,Secondary / secondary special,Civil marriage,With parents,Core staff,157500.0
96207,6670768,Female,True,State servant,Higher education,Married,House / apartment,Core staff,144000.0
96216,5627752,Male,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,405000.0
96250,6296543,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,405000.0
96570,6782848,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,225000.0
96707,6464409,Female,True,Working,Higher education,Single / not married,House / apartment,HR staff,270000.0
96710,6248381,Female,True,Working,Secondary / secondary special,Widow,House / apartment,High skill tech staff,180000.0
96838,6022376,Female,True,Working,Higher education,Married,House / apartment,Sales staff,225000.0
96857,5384705,Female,True,State servant,Higher education,Married,House / apartment,Core staff,202500.0
96975,6835877,Female,True,State servant,Secondary / secondary special,Married,House / apartment,Core staff,180000.0
97034,6022375,Female,True,Working,Higher education,Married,House / apartment,Sales staff,225000.0
97108,6363324,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,180000.0
97303,6367652,Female,True,Working,Higher education,Married,House / apartment,Core staff,202500.0
97391,7486144,Male,True,Working,Higher education,Single / not married,House / apartment,Medicine staff,270000.0
97432,6242800,Male,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,90000.0
97746,6372884,Male,True,Commercial associate,Higher education,Civil marriage,House / apartment,High skill tech staff,315000.0
97834,6590848,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,202500.0
97902,6082359,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,171000.0
98000,5625853,Male,True,Commercial associate,Higher education,Separated,House / apartment,Core staff,243000.0
98388,6499325,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,112500.0
98392,5062116,Male,True,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,310500.0
98659,6264736,Female,True,Commercial associate,Secondary / secondary special,Married,With parents,Core staff,202500.0
98705,5770823,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,157500.0
98712,5996636,Male,True,Commercial associate,Higher education,Civil marriage,House / apartment,Core staff,292500.0
99040,6803011,Female,True,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,112500.0
99337,7282784,Male,True,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,117000.0
99556,6259086,Female,True,Working,Higher education,Married,House / apartment,Sales staff,90000.0
99912,5068937,Male,True,Working,Secondary / secondary special,Married,House / apartment,Security staff,225000.0
99960,6317844,Female,True,State servant,Secondary / secondary special,Married,House / apartment,High skill tech staff,243000.0
100008,6835879,Female,True,State servant,Secondary / secondary special,Married,House / apartment,Core staff,180000.0
100203,6836345,Male,True,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,360000.0
100537,6133262,Female,True,Commercial associate,Secondary / secondary special,Married,With parents,Core staff,202500.0
100583,6454092,Female,True,Working,Higher education,Married,House / apartment,Medicine staff,202500.0
100592,5317996,Female,True,Working,Higher education,Married,With parents,Core staff,135000.0
100655,5738587,Male,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,315000.0
100692,6367731,Female,True,Commercial associate,Higher education,Married,House / apartment,HR staff,180000.0
100707,6249087,Female,True,Working,Higher education,Married,House / apartment,High skill tech staff,270000.0
100857,6484822,Male,True,Working,Higher education,Married,House / apartment,Sales staff,315000.0
100972,5236532,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
101055,5928880,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,135000.0
101160,5178336,Male,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,90000.0
101294,5548994,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,405000.0
101326,6835900,Female,True,Working,Higher education,Married,House / apartment,Core staff,328500.0
101474,5499476,Female,True,Working,Higher education,Married,House / apartment,Sales staff,270000.0
101512,7798500,Male,True,Working,Secondary / secondary special,Married,House / apartment,Security staff,135000.0
101541,6728548,Female,True,Working,Incomplete higher,Civil marriage,House / apartment,Core staff,157500.0
101572,5113414,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,90000.0
101763,6661435,Male,True,State servant,Higher education,Married,House / apartment,Core staff,270000.0
102043,6423463,Female,True,Commercial associate,Secondary / secondary special,Single / not married,With parents,Cooking staff,180000.0
102112,6590473,Female,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,144000.0
102282,5279187,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,288000.0
102285,5189646,Male,True,Working,Higher education,Single / not married,House / apartment,Sales staff,112500.0
102357,6638162,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
102468,5028420,Female,True,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,189000.0
102556,6234851,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,301500.0
102672,6132916,Male,True,Commercial associate,Higher education,Single / not married,House / apartment,Sales staff,292500.0
102687,6138672,Male,True,State servant,Higher education,Married,House / apartment,Core staff,202500.0
102704,5792047,Male,True,State servant,Incomplete higher,Civil marriage,House / apartment,Core staff,135000.0
102825,6132462,Female,True,State servant,Higher education,Married,Rented apartment,Core staff,315000.0
102838,5680435,Female,True,Working,Higher education,Married,House / apartment,Core staff,135000.0
102856,7069167,Male,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,135000.0
102880,6736638,Male,True,State servant,Higher education,Married,House / apartment,Core staff,180000.0
102884,5857276,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,90000.0
102935,6163126,Female,True,State servant,Secondary / secondary special,Married,House / apartment,Core staff,180000.0
102987,6801816,Male,True,Working,Secondary / secondary special,Married,With parents,Sales staff,135000.0
102991,5088860,Female,True,Working,Higher education,Married,House / apartment,Core staff,270000.0
102993,5062689,Male,True,State servant,Secondary / secondary special,Married,Municipal apartment,High skill tech staff,247500.0
103008,6612303,Male,True,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,135000.0
103119,5625855,Male,True,Commercial associate,Higher education,Separated,House / apartment,Core staff,243000.0
103193,5808175,Female,True,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,108000.0
103506,5785226,Female,True,Working,Secondary / secondary special,Single / not married,House / apartment,Cooking staff,202500.0
103549,5344329,Female,True,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,135000.0
103915,5938190,Female,True,Working,Higher education,Married,With parents,Core staff,180000.0
103967,5010370,Female,True,Working,Higher education,Separated,House / apartment,Medicine staff,157500.0
104141,6331958,Female,True,Commercial associate,Higher education,Married,House / apartment,Medicine staff,157500.0
104441,5679836,Female,True,Working,Higher education,Married,House / apartment,HR staff,175500.0
104752,7203143,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,292500.0
104771,6728545,Female,True,Working,Incomplete higher,Civil marriage,House / apartment,Core staff,157500.0
104798,6723156,Male,True,Working,Higher education,Married,Rented apartment,High skill tech staff,135000.0
104830,5975332,Male,True,Working,Secondary / secondary special,Married,House / apartment,Security staff,112500.0
104963,6836549,Female,True,Working,Incomplete higher,Married,House / apartment,Sales staff,270000.0
105044,5315082,Male,True,Working,Secondary / secondary special,Married,House / apartment,IT staff,180000.0
105228,5068936,Male,True,Working,Secondary / secondary special,Married,House / apartment,Security staff,225000.0
105421,6758840,Male,True,Commercial associate,Higher education,Married,House / apartment,Security staff,382500.0
105485,6602541,Male,True,Working,Incomplete higher,Married,House / apartment,Core staff,157500.0
105600,6009220,Female,True,State servant,Higher education,Married,House / apartment,Core staff,157500.0
105725,5883713,Female,True,Working,Higher education,Single / not married,House / apartment,Sales staff,180000.0
105803,6586626,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,360000.0
105878,5867537,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,225000.0
106078,6363333,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,180000.0
106151,5632527,Male,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,225000.0
106315,5892585,Male,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,189000.0
106508,6082099,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,76500.0
106737,6132463,Female,True,State servant,Higher education,Married,Rented apartment,Core staff,315000.0
107230,5857331,Male,True,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,292500.0
107245,6395806,Male,True,Working,Higher education,Separated,With parents,High skill tech staff,189000.0
107375,5833244,Female,True,Working,Higher education,Married,Office apartment,Core staff,207000.0
107545,6759163,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,166500.0
107727,5625860,Male,True,Commercial associate,Higher education,Separated,House / apartment,Core staff,243000.0
107856,5820486,Male,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,225000.0
107996,5892018,Female,True,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,135000.0
108051,6132455,Female,True,State servant,Higher education,Married,Rented apartment,Core staff,315000.0
108203,6163123,Female,True,State servant,Secondary / secondary special,Married,House / apartment,Core staff,180000.0
108303,5062404,Male,True,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,202500.0
108413,6390670,Male,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,283500.0
108454,6346399,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,382500.0
108549,6297584,Male,True,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,157500.0
108843,6736609,Female,True,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,225000.0
108866,6272544,Male,True,Commercial associate,Higher education,Separated,House / apartment,Core staff,450000.0
109027,5791960,Female,True,State servant,Secondary / secondary special,Married,House / apartment,Core staff,292500.0
109369,6233392,Male,True,State servant,Higher education,Married,Office apartment,HR staff,450000.0
109676,6138368,Female,True,Working,Secondary / secondary special,Single / not married,With parents,Core staff,135000.0
109713,6261452,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,382500.0
109737,5906014,Male,True,Working,Incomplete higher,Married,House / apartment,High skill tech staff,157500.0
109868,6469262,Female,True,Working,Higher education,Married,House / apartment,Core staff,315000.0
110116,6730614,Male,True,Working,Higher education,Married,House / apartment,High skill tech staff,360000.0
110168,5857274,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,90000.0
110211,6261446,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,382500.0
110232,6798502,Male,True,Working,Secondary / secondary special,Married,House / apartment,Security staff,135000.0
110240,5884593,Female,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,247500.0
110281,5224248,Male,True,Commercial associate,Higher education,Civil marriage,With parents,Core staff,180000.0
110326,5011007,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,157500.0
110376,5169559,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,90000.0
110405,6507426,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
110712,6508484,Female,True,Working,Incomplete higher,Civil marriage,House / apartment,Core staff,225000.0
110796,5021730,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Cleaning staff,180000.0
110842,6772896,Female,True,State servant,Secondary / secondary special,Civil marriage,Office apartment,Medicine staff,202500.0
110931,5868051,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,585000.0
111028,6575996,Male,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,94500.0
111106,6837641,Female,True,Commercial associate,Higher education,Single / not married,House / apartment,Sales staff,360000.0
111248,6803010,Female,True,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,112500.0
111250,5829540,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,382500.0
111379,6772890,Female,True,State servant,Secondary / secondary special,Civil marriage,Office apartment,Medicine staff,202500.0
111465,5629089,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,99000.0
111480,6485757,Female,True,Commercial associate,Incomplete higher,Married,House / apartment,Sales staff,270000.0
111481,5928689,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,292500.0
111584,6065143,Female,True,Working,Secondary / secondary special,Civil marriage,House / apartment,High skill tech staff,202500.0
111640,6297503,Female,True,Commercial associate,Incomplete higher,Married,House / apartment,Sales staff,292500.0
111667,6006997,Male,True,Working,Higher education,Separated,House / apartment,Core staff,135000.0
111700,6152162,Male,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,135000.0
111735,5760322,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,135000.0
111737,6737031,Male,True,Working,Secondary / secondary special,Married,With parents,Cooking staff,157500.0
111980,6204796,Female,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,247500.0
112427,5415620,Female,True,Commercial associate,Higher education,Separated,Municipal apartment,Sales staff,225000.0
112535,6836550,Female,True,Working,Incomplete higher,Married,House / apartment,Sales staff,270000.0
112672,5971959,Male,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,225000.0
112695,5883912,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,216000.0
112808,5513546,Male,True,Working,Higher education,Married,House / apartment,High skill tech staff,180000.0
112855,5727324,Female,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,135000.0
112943,6509176,Male,True,Working,Secondary / secondary special,Married,With parents,Sales staff,157500.0
113264,5796122,Male,True,Commercial associate,Higher education,Civil marriage,House / apartment,Core staff,225000.0
113286,6054345,Female,True,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,High skill tech staff,135000.0
113329,5883910,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,216000.0
113452,6346400,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,382500.0
113512,6590775,Female,True,Working,Incomplete higher,Married,With parents,High skill tech staff,180000.0
113514,6737966,Female,True,Working,Incomplete higher,Married,Rented apartment,Medicine staff,315000.0
113616,6486333,Female,True,Working,Higher education,Married,House / apartment,Core staff,171000.0
113642,6653006,Female,True,State servant,Higher education,Married,With parents,Core staff,225000.0
113649,5853840,Male,True,Commercial associate,Incomplete higher,Married,House / apartment,Core staff,256500.0
113872,5883149,Female,True,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,180000.0
113999,6423945,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,837000.0
114214,6590476,Female,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,144000.0
114294,6485015,Male,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,189000.0
114589,7610103,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,135000.0
114739,6280729,Male,True,Working,Higher education,Single / not married,House / apartment,Core staff,202500.0
114799,5464851,Male,True,Commercial associate,Higher education,Single / not married,House / apartment,High skill tech staff,180000.0
114896,6035962,Male,True,Working,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,112500.0
114933,5971242,Female,True,Commercial associate,Secondary / secondary special,Separated,House / apartment,Private service staff,270000.0
115081,5971248,Female,True,Commercial associate,Secondary / secondary special,Separated,House / apartment,Private service staff,270000.0
115084,7652997,Female,True,State servant,Higher education,Married,With parents,Core staff,225000.0
115221,5970507,Male,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,270000.0
115331,6367733,Female,True,Commercial associate,Higher education,Married,House / apartment,HR staff,180000.0
115373,6233298,Female,True,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,90000.0
115602,6152957,Female,True,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,216000.0
115701,5062149,Female,True,Working,Higher education,Married,House / apartment,Sales staff,202500.0
115777,6498286,Female,True,State servant,Higher education,Single / not married,House / apartment,Core staff,247500.0
115912,7392270,Female,True,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,202500.0
115916,6594563,Male,True,State servant,Higher education,Married,House / apartment,High skill tech staff,450000.0
116092,6235211,Female,True,State servant,Higher education,Separated,House / apartment,Core staff,900000.0
116106,5236531,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
116130,5948917,Male,True,Working,Higher education,Married,House / apartment,High skill tech staff,162000.0
116189,6576015,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,148500.0
116759,6507952,Male,True,Working,Secondary / secondary special,Married,House / apartment,Security staff,225000.0
116853,5892098,Male,True,Working,Higher education,Married,House / apartment,Sales staff,135000.0
116876,6424551,Female,True,Working,Academic degree,Married,House / apartment,Core staff,157500.0
116909,6053720,Male,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,270000.0
116921,5068169,Male,True,Working,Higher education,Married,House / apartment,IT staff,310500.0
117083,5978611,Female,True,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,135000.0
117473,5892590,Male,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,189000.0
117519,5453526,Male,True,Commercial associate,Higher education,Married,House / apartment,Core staff,157500.0
117569,6263703,Female,True,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff,450000.0
117599,6223133,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,292500.0
117666,5776471,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,180000.0
117678,5548987,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,405000.0
117918,5028558,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,315000.0
117940,6659179,Female,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,67500.0
117948,5235623,Male,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,202500.0
117950,5841080,Female,True,Working,Higher education,Married,House / apartment,Core staff,292500.0
117967,6601236,Female,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,225000.0
118195,5029466,Female,True,Commercial associate,Higher education,Civil marriage,House / apartment,Core staff,112500.0
118263,5772291,Female,True,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,292500.0
118321,5971421,Female,True,State servant,Higher education,Separated,House / apartment,Core staff,243000.0
118469,6009221,Female,True,State servant,Higher education,Married,House / apartment,Core staff,157500.0
118472,5022325,Male,True,Commercial associate,Higher education,Married,House / apartment,Core staff,256500.0
118623,6367734,Female,True,Commercial associate,Higher education,Married,House / apartment,HR staff,180000.0
118714,5416528,Male,True,State servant,Higher education,Married,House / apartment,Core staff,585000.0
118794,6390801,Male,True,Working,Higher education,Married,House / apartment,IT staff,225000.0
118866,6391076,Female,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,247500.0
119008,5807120,Female,True,Working,Higher education,Married,House / apartment,Medicine staff,135000.0
119250,6391189,Male,True,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,225000.0
119309,5907329,Female,True,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,202500.0
119400,6575105,Male,True,Working,Incomplete higher,Married,House / apartment,Security staff,225000.0
119453,6415310,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,193500.0
119454,5148837,Female,True,Working,Higher education,Married,House / apartment,Sales staff,135000.0
119601,6008874,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,135000.0
119616,6090897,Male,True,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,270000.0
119804,6046453,Female,True,Working,Higher education,Married,House / apartment,Core staff,112500.0
120150,6233304,Female,True,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,90000.0
120171,5823884,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,225000.0
120245,5354234,Female,True,State servant,Higher education,Single / not married,House / apartment,High skill tech staff,135000.0
120282,6658126,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,315000.0
120436,6670540,Male,True,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,180000.0
120606,5405500,Female,True,Working,Higher education,Civil marriage,House / apartment,High skill tech staff,225000.0
120831,6261583,Male,True,Working,Secondary / secondary special,Civil marriage,With parents,Core staff,157500.0
121029,5415619,Female,True,Commercial associate,Higher education,Separated,Municipal apartment,Sales staff,225000.0
121141,6233389,Male,True,State servant,Higher education,Married,Office apartment,HR staff,450000.0
121198,6158863,Female,True,Working,Higher education,Married,With parents,Core staff,270000.0
121268,5279189,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,288000.0
121308,6590800,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,270000.0
121370,5760925,Male,True,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,202500.0
121500,5759661,Female,True,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,225000.0
121769,6742143,Female,True,State servant,Higher education,Married,House / apartment,Core staff,157500.0
121856,6090885,Male,True,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,270000.0
121902,5788665,Female,True,Working,Higher education,Married,House / apartment,Core staff,225000.0
122878,6297588,Male,True,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,157500.0
122942,6602540,Male,True,Working,Incomplete higher,Married,House / apartment,Core staff,157500.0
123113,5178385,Female,True,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Medicine staff,202500.0
123236,6394589,Male,True,Working,Higher education,Single / not married,House / apartment,Core staff,252000.0
123253,5833717,Female,True,Working,Higher education,Married,House / apartment,Core staff,360000.0
123462,5943135,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Cooking staff,112500.0
123537,5791852,Male,True,Commercial associate,Higher education,Married,House / apartment,Core staff,315000.0
123586,6519714,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,90000.0
123632,6261588,Male,True,Working,Secondary / secondary special,Civil marriage,With parents,Core staff,157500.0
123722,6107607,Female,True,Working,Higher education,Married,House / apartment,Core staff,360000.0
123726,5009075,Female,True,State servant,Higher education,Married,House / apartment,Core staff,450000.0
123827,6472782,Male,True,Working,Higher education,Married,House / apartment,Core staff,247500.0
123946,5743400,Male,True,State servant,Secondary / secondary special,Married,House / apartment,Core staff,225000.0
124070,6519150,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,157500.0
124135,5841131,Male,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,225000.0
124198,5580281,Female,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,157500.0
124254,6741695,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,180000.0
124338,6728116,Female,True,Working,Higher education,Married,House / apartment,Medicine staff,202500.0
124348,6223664,Male,True,Working,Higher education,Civil marriage,House / apartment,High skill tech staff,202500.0
124355,5680270,Female,True,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,159300.0
124441,6242320,Female,True,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,540000.0
124451,5952008,Male,True,Working,Higher education,Married,House / apartment,High skill tech staff,202500.0
124497,6590799,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,270000.0
124664,5178512,Female,True,State servant,Higher education,Married,House / apartment,Core staff,180000.0
124857,5010871,Male,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,450000.0
124879,5465271,Male,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,180000.0
124883,5679835,Female,True,Working,Higher education,Married,House / apartment,HR staff,175500.0
124985,6763818,Female,True,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,144000.0
125077,6233299,Female,True,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,90000.0
125227,5197683,Male,True,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,337500.0
125289,5068175,Female,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,112500.0
125602,5474423,Male,True,Working,Secondary / secondary special,Civil marriage,Rented apartment,Sales staff,225000.0
125703,6498293,Female,True,State servant,Higher education,Single / not married,House / apartment,Core staff,247500.0
125791,6783376,Female,True,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,225000.0
125827,6471948,Male,True,Commercial associate,Incomplete higher,Married,House / apartment,Core staff,157500.0
125872,5702128,Male,True,Commercial associate,Higher education,Married,House / apartment,Core staff,450000.0
125988,6263697,Female,True,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff,450000.0
126154,6234860,Male,True,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,301500.0
126554,6763823,Female,True,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,144000.0
126566,6686006,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,202500.0
126667,6249105,Female,True,Working,Higher education,Married,House / apartment,High skill tech staff,270000.0
126704,5918577,Female,True,Working,Higher education,Married,With parents,Core staff,135000.0
126792,7738588,Male,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,315000.0
126848,5866908,Female,True,Working,Secondary / secondary special,Married,House / apartment,Core staff,292500.0
126868,6099507,Female,True,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,112500.0
127335,5853865,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,180000.0
127523,6630458,Female,True,State servant,Higher education,Single / not married,House / apartment,Core staff,247500.0
127673,6661344,Female,True,Working,Higher education,Married,House / apartment,High skill tech staff,157500.0
127857,5883709,Female,True,Working,Higher education,Single / not married,House / apartment,Sales staff,180000.0
128105,5125182,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,112500.0
128179,5929096,Female,True,Commercial associate,Higher education,Single / not married,House / apartment,Sales staff,315000.0
128214,5993436,Male,True,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Core staff,157500.0
128286,5996440,Female,True,State servant,Higher education,Married,House / apartment,Core staff,337500.0
128348,6758751,Female,True,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,76500.0
128407,5336421,Male,True,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,202500.0
128531,6241389,Female,True,Working,Higher education,Married,House / apartment,Core staff,180000.0
128552,5178676,Female,True,Working,Higher education,Married,House / apartment,Sales staff,180000.0
128567,6690184,Female,True,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,112500.0
128665,5971962,Male,True,Working,Secondary / secondary special,Married,House / apartment,Sales staff,225000.0
128712,5061698,Female,True,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,135000.0
129056,6291744,Female,True,State servant,Higher education,Married,House / apartment,Core staff,135000.0
129261,6033491,Male,True,Working,Higher education,Civil marriage,House / apartment,High skill tech staff,270000.0
129380,5837797,Male,True,Working,Secondary / secondary special,Married,House / apartment,Security staff,112500.0
129396,6507866,Male,True,Commercial associate,Higher education,Married,House / apartment,Sales staff,247500.0
129557,5919041,Female,True,Working,Secondary / secondary special,Widow,House / apartment,High skill tech staff,180000.0
129635,7788891,Female,True,Commercial associate,Higher education,Married,House / apartment,Core staff,337500.0
129693,6223659,Male,True,Working,Higher education,Civil marriage,House / apartment,High skill tech staff,202500.0
130047,6415878,Female,True,Commercial associate,Higher education,Civil marriage,House / apartment,Core staff,256500.0
130050,6259067,Female,True,Working,Higher education,Married,House / apartment,High skill tech staff,94500.0
130153,6053721,Male,True,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,270000.0
